repo,test_file,contract,change_kind,coverage_score,assertion_sensitivity,evidence
toolz,toolz/tests/test_functoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::groupby,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_dicttoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::groupby,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_recipes.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::groupby,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_curried.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::groupby,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_compatibility.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::groupby,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_signatures.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::groupby,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_utils.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::groupby,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_itertoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::merge_sorted,CHANGE_RETURN_TYPE,1,0.6,"{""test_fn"":""test_merge_sorted"",""direct_calls"":[""merge_sorted""],""returned_vars"":[],""return_flows_to_assert"":true,""isinstance_assert"":false,""field_index_in_assert"":false,""field_accessed"":false,""pytest_r"
toolz,toolz/tests/test_functoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::merge_sorted,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_dicttoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::merge_sorted,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_recipes.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::merge_sorted,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_curried.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::merge_sorted,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_compatibility.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::merge_sorted,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_signatures.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::merge_sorted,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_utils.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::merge_sorted,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_itertoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::interleave,ADD_REQUIRED_PARAM,1,0.4,"{""test_fn"":""test_interleave"",""direct_calls"":[""interleave""],""returned_vars"":[],""return_flows_to_assert"":true,""isinstance_assert"":false,""field_index_in_assert"":false,""field_accessed"":false,""pytest_raise"
toolz,toolz/tests/test_functoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::interleave,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_dicttoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::interleave,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_recipes.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::interleave,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_curried.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::interleave,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_compatibility.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::interleave,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_signatures.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::interleave,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_utils.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::interleave,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_itertoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isiterable,CHANGE_RETURN_TYPE,1,0.6,"{""test_fn"":""test_isiterable"",""direct_calls"":[""isiterable""],""returned_vars"":[],""return_flows_to_assert"":true,""isinstance_assert"":false,""field_index_in_assert"":false,""field_accessed"":false,""pytest_raise"
toolz,toolz/tests/test_functoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isiterable,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_dicttoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isiterable,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_recipes.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isiterable,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_curried.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isiterable,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_compatibility.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isiterable,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_signatures.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isiterable,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_utils.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isiterable,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_itertoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isdistinct,ADD_OPTIONAL_PARAM,1,0.3,"{""test_fn"":""test_isdistinct"",""direct_calls"":[""isdistinct""],""returned_vars"":[],""return_flows_to_assert"":true,""isinstance_assert"":false,""field_index_in_assert"":false,""field_accessed"":false,""pytest_raise"
toolz,toolz/tests/test_functoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isdistinct,ADD_OPTIONAL_PARAM,0,0.0,{}
toolz,toolz/tests/test_dicttoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isdistinct,ADD_OPTIONAL_PARAM,0,0.0,{}
toolz,toolz/tests/test_recipes.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isdistinct,ADD_OPTIONAL_PARAM,0,0.0,{}
toolz,toolz/tests/test_curried.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isdistinct,ADD_OPTIONAL_PARAM,0,0.0,{}
toolz,toolz/tests/test_compatibility.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isdistinct,ADD_OPTIONAL_PARAM,0,0.0,{}
toolz,toolz/tests/test_signatures.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isdistinct,ADD_OPTIONAL_PARAM,0,0.0,{}
toolz,toolz/tests/test_utils.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::isdistinct,ADD_OPTIONAL_PARAM,0,0.0,{}
toolz,toolz/tests/test_itertoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::take,CHANGE_RETURN_TYPE,1,0.6,"{""test_fn"":""test_take"",""direct_calls"":[""take""],""returned_vars"":[],""return_flows_to_assert"":true,""isinstance_assert"":false,""field_index_in_assert"":false,""field_accessed"":false,""pytest_raises_around_cal"
toolz,toolz/tests/test_functoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::take,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_dicttoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::take,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_recipes.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::take,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_curried.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::take,CHANGE_RETURN_TYPE,1,0.6,"{""test_fn"":""test_take"",""direct_calls"":[""take""],""returned_vars"":[],""return_flows_to_assert"":true,""isinstance_assert"":false,""field_index_in_assert"":false,""field_accessed"":false,""pytest_raises_around_cal"
toolz,toolz/tests/test_compatibility.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::take,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_signatures.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::take,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_utils.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::take,CHANGE_RETURN_TYPE,0,0.0,{}
toolz,toolz/tests/test_itertoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::tail,ADD_REQUIRED_PARAM,1,0.4,"{""test_fn"":""test_tail"",""direct_calls"":[""tail""],""returned_vars"":[],""return_flows_to_assert"":true,""isinstance_assert"":false,""field_index_in_assert"":false,""field_accessed"":false,""pytest_raises_around_cal"
toolz,toolz/tests/test_functoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::tail,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_dicttoolz.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::tail,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_recipes.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::tail,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_curried.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::tail,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_compatibility.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::tail,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_signatures.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::tail,ADD_REQUIRED_PARAM,0,0.0,{}
toolz,toolz/tests/test_utils.py,toolz/itertoolz.py::FUNCTION_SIGNATURE::tail,ADD_REQUIRED_PARAM,0,0.0,{}
pyparsing,tests/test_simple_unit.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.items,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_util.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.items,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_testing.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.items,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_pep8_converter.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.items,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_pre_pep8_deprecation_warnings.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.items,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_simple_unit.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.haskeys,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_util.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.haskeys,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_testing.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.haskeys,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_pep8_converter.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.haskeys,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_pre_pep8_deprecation_warnings.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.haskeys,CHANGE_RETURN_TYPE,0,0.0,{}
pyparsing,tests/test_simple_unit.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.pop,ADD_REQUIRED_PARAM,0,0.0,{}
pyparsing,tests/test_util.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.pop,ADD_REQUIRED_PARAM,0,0.0,{}
pyparsing,tests/test_testing.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.pop,ADD_REQUIRED_PARAM,0,0.0,{}
pyparsing,tests/test_pep8_converter.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.pop,ADD_REQUIRED_PARAM,0,0.4,"{""test_fn"":""test_conversion_composed"",""direct_calls"":[""pop""],""returned_vars"":[],""return_flows_to_assert"":false,""isinstance_assert"":false,""field_index_in_assert"":false,""field_accessed"":false,""pytest_ra"
pyparsing,tests/test_pre_pep8_deprecation_warnings.py,pyparsing/results.py::FUNCTION_SIGNATURE::ParseResults.pop,ADD_REQUIRED_PARAM,0,0.0,{}
